t_unix,so100_q1,so100_q2,so100_dq1,so100_dq2,so101_q1,so101_q2,so101_dq1,so101_dq2
1770340807.821532,1.3482269286584555e-11,2.4687850754604807e-11,-9.540979117872439e-18,2.7755575615628914e-17,-0.0017868190018854922,-0.0017868190414516082,4.336808689942018e-18,2.7755575615628914e-17
1770340807.831510,1.3482269251456405e-11,2.4687851046038357e-11,1.3444106938820255e-17,4.163336342344337e-17,-0.0017868190018854922,-0.0017868190414516082,-2.5587171270657905e-17,-4.163336342344337e-17
1770340807.841529,1.3482269360310302e-11,2.4687851143182875e-11,6.938893903907228e-18,4.163336342344337e-17,-0.0017868190018854922,-0.0017868190414516082,4.336808689942018e-19,-1.3877787807814457e-17
1770340807.851537,1.3482269449648563e-11,2.4687851351349693e-11,-2.211772431870429e-17,-2.7755575615628914e-17,-0.0017868190018854922,-0.0017868190414516082,-1.951563910473908e-17,-8.326672684688674e-17
1770340807.861506,1.3482269613146252e-11,2.4687851240327386e-11,-3.469446951953614e-18,-1.3877787807814457e-17,-0.0017868190018854922,-0.0017868190414516082,-1.3444106938820255e-17,-2.7755575615628914e-17
1770340807.871536,1.3482269613146252e-11,2.4687851240327386e-11,-3.469446951953614e-18,-1.3877787807814457e-17,-0.0017868190018854922,-0.0017868190414516082,-1.3444106938820255e-17,-2.7755575615628914e-17
1770340807.881537,1.3482269702050831e-11,2.4687850893382695e-11,7.37257477290143e-18,-5.551115123125783e-17,-0.0017868190018854922,-0.0017868190414516085,-9.974659986866641e-18,-1.3877787807814457e-17
1770340807.891596,1.3482269741515791e-11,2.468785075460482e-11,-6.071532165918825e-18,-5.551115123125783e-17,-0.0017868190018854922,-0.0017868190414516087,6.071532165918825e-18,-1.3877787807814457e-17
1770340807.901540,1.3482269815675218e-11,2.4687850712971456e-11,1.3444106938820255e-17,0.0,-0.0017868190018854922,-0.0017868190414516087,-6.5052130349130266e-18,2.7755575615628914e-17
1770340807.911520,1.3482269689907765e-11,2.4687850726849246e-11,3.0357660829594124e-18,-1.3877787807814457e-17,-0.0017868190018854922,-0.0017868190414516087,-2.905661822261152e-17,-8.326672684688674e-17
1770340807.921500,1.3482269586691716e-11,2.468785069909367e-11,-2.2985086056692694e-17,-2.7755575615628914e-17,-0.0017868190018854922,-0.0017868190414516087,3.382710778154774e-17,0.0
1770340807.931528,1.3482269586691716e-11,2.468785069909367e-11,-2.2985086056692694e-17,-2.7755575615628914e-17,-0.0017868190018854922,-0.0017868190414516087,3.382710778154774e-17,0.0
1770340807.941517,1.3482269557201413e-11,2.4687850893382698e-11,3.469446951953614e-18,2.7755575615628914e-17,-0.0017868190018854922,-0.0017868190414516087,-1.474514954580286e-17,-1.3877787807814457e-17
1770340807.951537,1.3482269493884007e-11,2.4687850810115967e-11,3.599551212651875e-17,-2.7755575615628914e-17,-0.0017868190018854922,-0.0017868190414516087,-2.6020852139652106e-18,-4.163336342344337e-17
1770340807.961560,1.3482269339059938e-11,2.4687850962771633e-11,-4.640385298237959e-17,0.0,-0.0017868190018854922,-0.0017868190414516087,-1.6479873021779667e-17,-1.3877787807814457e-17
1770340807.971546,1.3482269246252232e-11,2.4687850837871548e-11,1.5178830414797062e-17,-5.551115123125783e-17,-0.0017868190018854922,-0.0017868190414516087,-3.686287386450715e-17,-2.7755575615628914e-17
1770340807.981550,1.3482269246252232e-11,2.4687850837871548e-11,1.5178830414797062e-17,-5.551115123125783e-17,-0.0017868190018854922,-0.0017868190414516087,-3.686287386450715e-17,-2.7755575615628914e-17
1770340807.991556,1.3482269189873718e-11,2.468785108767173e-11,5.637851296924623e-18,0.0,-0.0017868190018854922,-0.0017868190414516087,-1.9949319973733282e-17,0.0
1770340808.001544,1.3482269252323765e-11,2.4687851101549517e-11,-1.6046192152785466e-17,-4.163336342344337e-17,-0.0017868190018854922,-0.0017868190414516087,1.5612511283791264e-17,0.0
1770340808.011614,1.3482269313039088e-11,2.4687851129305097e-11,-4.336808689942018e-19,-1.3877787807814457e-17,-0.0017868190018854922,-0.0017868190414516087,-3.0357660829594124e-18,-4.163336342344337e-17
1770340808.021544,1.3482269355973496e-11,2.4687851198694035e-11,-5.637851296924623e-18,2.7755575615628914e-17,-0.0017868190018854922,-0.0017868190414516087,0.0,-2.7755575615628914e-17
1770340808.031500,1.3482269596666378e-11,2.4687851379105274e-11,-5.637851296924623e-18,-2.7755575615628914e-17,-0.0017868190018854922,-0.001786819041451609,-1.214306433183765e-17,-2.7755575615628914e-17
1770340808.041481,1.348226966301955e-11,2.4687851240327395e-11,2.1250362580715887e-17,-2.7755575615628914e-17,-0.0017868190018854922,-0.001786819041451609,-4.336808689942018e-18,0.0
1770340808.051564,1.348226966301955e-11,2.4687851240327395e-11,2.1250362580715887e-17,-2.7755575615628914e-17,-0.0017868190018854922,-0.001786819041451609,-4.336808689942018e-18,0.0
1770340808.061517,1.3482269622253546e-11,2.4687851240327395e-11,3.469446951953614e-18,1.3877787807814457e-17,-0.0017868190018854922,-0.001786819041451609,-3.0357660829594124e-17,-2.7755575615628914e-17
1770340808.071517,1.3482269416688816e-11,2.4687851087671724e-11,-2.7755575615628914e-17,0.0,-0.0017868190018854922,-0.001786819041451609,-3.8163916471489756e-17,-5.551115123125783e-17
1770340808.081564,1.3482269442709668e-11,2.468785075460482e-11,-3.903127820947816e-18,-4.163336342344337e-17,-0.0017868190018854922,-0.001786819041451609,-3.252606517456513e-17,-6.938893903907228e-17
1770340808.091544,1.348226942492875e-11,2.4687850893382698e-11,8.673617379884035e-19,5.551115123125783e-17,-0.0017868190018854922,-0.001786819041451609,-3.252606517456513e-17,-1.3877787807814457e-17
1770340808.101532,1.3482269394137409e-11,2.4687850948893852e-11,1.3010426069826053e-17,2.7755575615628914e-17,-0.0017868190018854922,-0.001786819041451609,-2.6020852139652106e-17,1.3877787807814457e-17
1770340808.111513,1.3482269306100197e-11,2.4687851059916157e-11,-3.903127820947816e-18,0.0,-0.0017868190018854922,-0.001786819041451609,-4.8138576458356397e-17,0.0
1770340808.121490,1.3482269320845345e-11,2.468785114318288e-11,-2.2551405187698492e-17,-4.163336342344337e-17,-0.0017868190018854922,-0.001786819041451609,-1.214306433183765e-17,-1.3877787807814457e-17
1770340808.131517,1.3482269320845345e-11,2.468785114318288e-11,-2.2551405187698492e-17,-4.163336342344337e-17,-0.0017868190018854922,-0.001786819041451609,-1.214306433183765e-17,-1.3877787807814457e-17
1770340808.141580,1.3482269359442942e-11,2.4687850935016062e-11,1.3010426069826053e-18,-1.3877787807814457e-17,-0.0017868190018854922,-0.001786819041451609,-2.2551405187698492e-17,-4.163336342344337e-17
1770340808.151532,1.3482269432735007e-11,2.468785114318288e-11,7.806255641895632e-18,-1.3877787807814457e-17,-0.0017868190018854922,-0.001786819041451609,-6.938893903907228e-18,-4.163336342344337e-17
1770340808.161568,1.3482269496052414e-11,2.4687851184816248e-11,1.3877787807814457e-17,1.3877787807814457e-17,-0.0017868190018854922,-0.001786819041451609,-2.1250362580715887e-17,0.0
1770340808.171538,1.3482269467863159e-11,2.468785115706067e-11,2.47198095326695e-17,4.163336342344337e-17,-0.0017868190018854922,-0.001786819041451609,-3.209238430557093e-17,-2.7755575615628914e-17
1770340808.181531,1.348226959319693e-11,2.4687851254205192e-11,3.0357660829594124e-18,2.7755575615628914e-17,-0.0016081370991043384,-0.0016081371324963118,0.017868190286365916,0.01786819090885222
1770340808.191527,1.3482269603171591e-11,2.468785129583856e-11,-3.165870343657673e-17,0.0,-0.0014473233865121824,-0.0014473234142934263,0.016081371258393123,0.01608137181891882
1770340808.201508,1.3482269603171591e-11,2.468785129583856e-11,-3.165870343657673e-17,0.0,-0.0014473233865121824,-0.0014473234142934263,0.016081371258393123,0.01608137181891882
1770340808.211540,1.3482269484776715e-11,2.4687851476249798e-11,-2.42861286636753e-17,1.3877787807814457e-17,-0.001302591045180023,-0.0013025910679128907,0.014473234132475948,0.014473234636821153
1770340808.221482,1.3482269352504052e-11,2.4687851032160586e-11,-3.903127820947816e-17,-4.163336342344337e-17,-0.0011723319379834415,-0.0011723319561753023,0.013025910718992194,0.013025911172649812
1770340808.231509,1.3482269352504052e-11,2.4687851032160586e-11,-3.903127820947816e-17,-4.163336342344337e-17,-0.0011723319379834415,-0.0011723319561753023,0.013025910718992194,0.013025911172649812
1770340808.241529,1.3482269228037642e-11,2.46878507962382e-11,-8.673617379884035e-19,-2.7755575615628914e-17,-0.0010550987415088098,-0.0010550987556161811,0.011723319646863977,0.011723320054914277
1770340808.251508,1.3482269230206047e-11,2.4687850560315814e-11,-4.466912950640278e-17,-5.551115123125783e-17,-0.0009495888646822095,-0.0009495888751144734,0.010550987682120814,0.010550988049272889
1770340808.261497,1.348226926446684e-11,2.4687850324393418e-11,1.3444106938820255e-17,-2.7755575615628914e-17,-0.0008546299755404407,-0.0008546299826673273,0.009495888913691623,0.009495889243906597
1770340808.271540,1.3482269273574138e-11,2.4687849866426423e-11,-3.903127820947816e-18,-5.551115123125783e-17,-0.0007691669753133085,-0.0007691669794661119,0.008546300022276564,0.008546300319394448
1770340808.281499,1.3482269278778311e-11,2.4687849713770754e-11,7.37257477290143e-18,-4.163336342344337e-17,-0.0006922502751109635,-0.0006922502765891518,0.00769167001984151,0.007691670287041791
1770340808.291489,1.3482269344264121e-11,2.4687849672137394e-11,1.0408340855860843e-17,-1.3877787807814457e-17,-0.0006230252449292253,-0.0006230252440008722,0.006922503017820159,0.006922503258239163
1770340808.301526,1.3482269344264121e-11,2.4687849672137394e-11,1.0408340855860843e-17,-1.3877787807814457e-17,-0.0006230252449292253,-0.0006230252440008722,0.006922503017820159,0.006922503258239163
1770340808.311533,1.3482269325615843e-11,2.4687849574992876e-11,1.214306433183765e-17,-2.7755575615628914e-17,-0.0005607227177676557,-0.000560722714675346,0.0062302527158387445,0.0062302529320227285
1770340808.321551,1.3482269435770782e-11,2.4687849741526335e-11,3.599551212651875e-17,2.7755575615628914e-17,-0.0005046504433242043,-0.000504650438286209,0.005607227444058756,0.005607227638436935
1770340808.331510,1.3482269586691725e-11,2.468784969989297e-11,-6.938893903907228e-18,0.0,-0.0004541853963253694,-0.00045418538953670374,0.00504650469962576,0.005046504874521365
1770340808.341501,1.3482269594931664e-11,2.468784957499288e-11,-3.165870343657673e-17,-6.938893903907228e-17,-0.00040876685402832193,-0.000408766845665834,0.004541854229472798,0.004541854386700836
1770340808.351555,1.3482269505159723e-11,2.4687849908059787e-11,-1.5178830414797062e-17,5.551115123125783e-17,-0.00036789016596119894,-0.0003678901561826326,0.004087668806503559,0.0040876689479726475
1770340808.361542,1.3482269432301335e-11,2.468785001908209e-11,5.637851296924623e-18,6.938893903907228e-17,-0.0003311011467026456,-0.00033110113565131363,0.0036789019256674863,0.0036789020528192745
1770340808.371500,1.3482269361177672e-11,2.4687849894182e-11,-2.905661822261152e-17,2.7755575615628914e-17,-0.0002979910293717854,-0.0002979910171766364,0.0033110117329169537,0.0033110118471862404
1770340808.381549,1.348226935640718e-11,2.468785013010439e-11,1.734723475976807e-18,-2.7755575615628914e-17,-0.0002681919237741711,-0.0002681919105498507,0.002979910559609275,0.0029799106624252697
1770340808.391522,1.348226935640718e-11,2.468785013010439e-11,1.734723475976807e-18,-2.7755575615628914e-17,-0.0002681919237741711,-0.0002681919105498507,0.002979910559609275,0.0029799106624252697
1770340808.401520,1.3482269208955685e-11,2.4687849783159692e-11,-2.1250362580715887e-17,1.3877787807814457e-17,-0.00024137272873812226,-0.00024137271458916373,0.0026819195034679063,0.002681919595840701
1770340808.411544,1.348226923150709e-11,2.4687849394581634e-11,6.938893903907228e-18,-5.551115123125783e-17,-0.00021723545320580793,-0.000217235438224889,0.0024137275531081743,0.00241372763622226
1770340808.421536,1.3482269208522004e-11,2.4687849519481722e-11,4.7704895589362195e-18,1.3877787807814457e-17,-0.00019551190522850142,-0.00019551188950038987,0.0021723547976197615,0.0021723548722653307
1770340808.431542,1.3482269261864752e-11,2.4687849366826057e-11,3.122502256758253e-17,0.0,-0.0001759607120490307,-0.00017596069564861834,0.0019551193178472055,0.0019551193850110282
1770340808.441521,1.3482269325615836e-11,2.468784940845942e-11,5.204170427930421e-18,-2.7755575615628914e-17,-0.0001583646381892613,-0.00015836462118531356,0.0017596073858871216,0.0017596074461809635
1770340808.451537,1.3482269311304368e-11,2.4687849672137387e-11,3.426078865054194e-17,4.163336342344337e-17,-0.00014252817171721372,-0.0001425281541716035,0.0015836466471239046,0.001583646701236438
1770340808.461519,1.3482269311304368e-11,2.4687849672137387e-11,3.426078865054194e-17,4.163336342344337e-17,-0.00014252817171721372,-0.0001425281541716035,0.0015836466471239046,0.001583646701236438
1770340808.471523,1.3482269341228347e-11,2.4687849547237296e-11,-1.474514954580286e-17,0.0,-0.0001282753518924475,-0.0001282753338594673,0.001425281982403854,0.0014252820310924896
1770340808.481525,1.3482269493450334e-11,2.4687849533359506e-11,2.8189256484623115e-17,-5.551115123125783e-17,-0.00011544781405188651,-0.00011544779558176608,0.001282753783990624,0.0012827538276611178
1770340808.491509,1.3482269453985375e-11,2.4687849741526322e-11,-1.1275702593849246e-17,2.7755575615628914e-17,-0.00010390302999544348,-0.00010390301113199929,0.0011544784055853856,0.001154478444878565
1770340808.501551,1.3482269373320732e-11,2.468784961662623e-11,-1.734723475976807e-17,-1.3877787807814457e-17,-9.351272434636033e-05,-9.351270513039608e-05,0.0010390305648552908,0.00103903060007203
1770340808.511472,1.3482269328651602e-11,2.468784975540411e-11,-2.5153490401663703e-17,0.0,-8.416144926223582e-05,-8.416142972908643e-05,0.0009351275083646794,0.0009351275400515113
1770340808.521471,1.3482269328651602e-11,2.468784975540411e-11,-2.5153490401663703e-17,0.0,-8.416144926223582e-05,-8.416142972908643e-05,0.0009351275083646794,0.0009351275400515113
1770340808.531571,1.3482269294390817e-11,2.4687849783159686e-11,1.9081958235744878e-17,2.7755575615628914e-17,-7.574530168822873e-05,-7.574528187106647e-05,0.0008416147573577374,0.0008416147857304851
1770340808.541502,1.3482269268803647e-11,2.4687850019082078e-11,-6.201636426617085e-17,-2.7755575615628914e-17,-6.817076887332283e-05,-6.817074880199558e-05,0.0007574532814519307,0.0007574533068426953
1770340808.551505,1.3482269209823052e-11,2.468785008847102e-11,-3.9898639947466563e-17,-1.3877787807814457e-17,-6.135368933994407e-05,-6.135366903992868e-05,0.0006817079533030872,0.0006817079761488598
1770340808.561496,1.3482269091861856e-11,2.468785007459323e-11,9.974659986866641e-18,-2.7755575615628914e-17,-5.5218317761596155e-05,-5.521829725719498e-05,0.000613537157803443,0.0006135371782212545
1770340808.571493,1.3482269035049662e-11,2.4687849949693137e-11,8.673617379884035e-19,-5.551115123125783e-17,-4.969648334277243e-05,-4.9696462655852526e-05,0.0005521834418542289,0.0005521834600873687
1770340808.581506,1.3482269035049662e-11,2.4687849949693137e-11,8.673617379884035e-19,-5.551115123125783e-17,-4.969648334277243e-05,-4.9696462655852526e-05,0.0005521834418542289,0.0005521834600873687
1770340808.591552,1.3482268914920058e-11,2.4687849810915262e-11,-1.431146867680866e-17,-4.163336342344337e-17,-4.4726832365857736e-05,-4.4726811514714834e-05,0.0004969650976660912,0.0004969651140715597
1770340808.601516,1.3482268983441635e-11,2.468784963050402e-11,1.6046192152785466e-17,-1.3877787807814457e-17,-4.025414648831839e-05,-4.025412549079419e-05,0.00044726858773109016,0.00044726860235401456
1770340808.611504,1.348226918900637e-11,2.468784967213738e-11,5.421010862427522e-17,1.3877787807814457e-17,-3.622872919855453e-05,-3.622870806932272e-05,0.0004025417289558711,0.0004025417421130162
1770340808.621525,1.348226921762931e-11,2.468784967213738e-11,-4.336808689942018e-19,2.7755575615628914e-17,-3.2605853639446304e-05,-3.2605832393089064e-05,0.00036228755589232066,0.0003622875675926146
1770340808.631545,1.3482269214593543e-11,2.468784978315968e-11,1.691355389077387e-17,-1.3877787807814457e-17,-2.9345265636266572e-05,-2.9345244284525437e-05,0.0003260588003013258,0.0003260588108286583
1770340808.641699,1.348226925275746e-11,2.4687849894181987e-11,1.734723475976807e-17,-1.3877787807814457e-17,-2.6410736435080282e-05,-2.641071498989911e-05,0.000293452920103653,0.0002934529294376792
1770340808.651517,1.348226907451462e-11,2.4687849783159686e-11,-2.6454533008646308e-17,-4.163336342344337e-17,-2.3769660155686663e-05,-2.3769638627812246e-05,0.0002641076279258983,0.00026410763618622823
1770340808.661513,1.348226907451462e-11,2.4687849783159686e-11,-2.6454533008646308e-17,-4.163336342344337e-17,-2.1392691504245284e-05,-2.139266990196766e-05,0.00023769686513200328,0.00023769687256423866
1770340808.671524,1.3482268966094404e-11,2.468785006071544e-11,-4.336808689942018e-18,4.163336342344337e-17,-2.1392691504245284e-05,-2.139266990196766e-05,0.00023769686513200328,0.00023769687256423866
1770340808.681548,1.3482268902777e-11,2.468784997744871e-11,1.0408340855860843e-17,-4.163336342344337e-17,-1.9253419719619263e-05,-1.9253398051777713e-05,0.00021392717845168923,0.0002139271850008645
1770340808.691514,1.3482268823413402e-11,2.4687850019082075e-11,-5.898059818321144e-17,-1.3877787807814457e-17,-1.7328075113466073e-05,-1.7328053386633877e-05,0.00019253446060550237,0.00019253446649804273
1770340808.701524,1.348226888282768e-11,2.4687850157859953e-11,-8.673617379884035e-18,2.7755575615628914e-17,-1.5595264969597416e-05,-1.559524319106864e-05,0.00017328101437801436,0.0001732810195417961
1770340808.711508,1.3482268905379082e-11,2.468785058807138e-11,3.252606517456513e-17,2.7755575615628914e-17,-1.4035735840124043e-05,-1.4035714015082135e-05,0.00015595291293933914,0.0001559529175853558
1770340808.721505,1.3482268881526635e-11,2.4687850865627144e-11,-2.47198095326695e-17,1.3877787807814457e-17,-1.263215962526534e-05,-1.2632137759753553e-05,0.00014035762147875108,0.00014035762552092046
1770340808.731505,1.3482269026376046e-11,2.4687850893382724e-11,3.426078865054194e-17,5.551115123125783e-17,-1.1368941031899241e-05,-1.1368919129975562e-05,0.00012632185933015693,0.0001263218629670576
1770340808.741508,1.348226908665769e-11,2.468785074072706e-11,3.122502256758253e-17,0.0,-1.0232044299535826e-05,-1.0232022366230886e-05,0.00011368967323056043,0.00011368967636485316
1770340808.751493,1.3482269123954244e-11,2.4687850962771658e-11,-1.0842021724855044e-17,2.7755575615628914e-17,-9.208837242074071e-06,-9.208815281914557e-06,0.00010232070574097947,0.00010232070842289276
1770340808.761528,1.3482269255793229e-11,2.468785094889387e-11,2.8189256484623115e-17,1.3877787807814457e-17,-8.28795089036356e-06,-8.287928906043257e-06,9.208863516634806e-05,9.208863757935448e-05
1770340808.771483,1.3482269297860274e-11,2.4687850893382718e-11,-9.107298248878237e-18,1.3877787807814457e-17,-7.459153175488282e-06,-7.459131170810223e-06,8.287977148326714e-05,8.287977351614795e-05
1770340808.781549,1.3482269297860274e-11,2.4687850893382718e-11,-9.107298248878237e-18,1.3877787807814457e-17,-7.459153175488282e-06,-7.459131170810223e-06,8.287977148326714e-05,8.287977351614795e-05
1770340808.791507,1.3482269207654655e-11,2.4687850907260504e-11,-5.4643789493269423e-17,0.0,-6.713235232104528e-06,-6.7132132091108354e-06,7.459179433453103e-05,7.459179616363387e-05
1770340808.801513,1.3482269113545908e-11,2.4687850921138295e-11,-1.5612511283791264e-17,1.3877787807814457e-17,-6.041909084722496e-06,-6.0418870466303335e-06,6.713261473477753e-05,6.713261624219369e-05
1770340808.811515,1.3482269017702434e-11,2.4687850851749357e-11,-2.3418766925686896e-17,-5.551115123125783e-17,-5.437715552081913e-06,-5.4376935004065e-06,6.041935326092781e-05,6.04193546172721e-05
1770340808.821804,1.3482268993849984e-11,2.4687850879504934e-11,1.474514954580286e-17,-2.7755575615628914e-17,-4.893941374368216e-06,-4.893919311852317e-06,5.437741776859878e-05,5.437741885079561e-05
1770340808.831559,1.3482268993849984e-11,2.4687850879504934e-11,1.474514954580286e-17,-2.7755575615628914e-17,-4.893941374368216e-06,-4.893919311852317e-06,5.437741776859878e-05,5.437741885079561e-05
1770340808.841516,1.3482268974334344e-11,2.4687850865627147e-11,-2.47198095326695e-17,6.938893903907228e-17,-4.404544616088297e-06,-4.404522545199795e-06,4.893967582547025e-05,4.8939676661169385e-05
1770340808.851515,1.3482269050228497e-11,2.4687850921138298e-11,1.1275702593849246e-17,0.0,-3.964087533638767e-06,-3.964065455218933e-06,4.404570824270747e-05,4.404570899430027e-05
1770340808.861520,1.3482269213726185e-11,2.4687851018282815e-11,3.122502256758253e-17,-1.3877787807814457e-17,-3.5676761610962246e-06,-3.5676540772810865e-06,3.964113725223083e-05,3.964113779034162e-05
1770340808.871527,1.348226919117478e-11,2.4687850935016088e-11,-1.3010426069826053e-18,0.0,-3.210905925809741e-06,-3.210883837142185e-06,3.567702352683935e-05,3.567702401086059e-05
1770340808.881496,1.3482269324314807e-11,2.4687850893382727e-11,2.1250362580715887e-17,-1.3877787807814457e-17,-2.8898127157137078e-06,-2.889790624061262e-06,3.2109321007964785e-05,3.210932130534583e-05
1770340808.891550,1.3482269324314807e-11,2.4687850893382727e-11,2.1250362580715887e-17,-1.3877787807814457e-17,-2.8898127157137078e-06,-2.889790624061262e-06,3.2109321007964785e-05,3.210932130534583e-05
1770340808.901570,1.3482269434469748e-11,2.4687851004405025e-11,1.5178830414797062e-17,4.163336342344337e-17,-2.600828828288545e-06,-2.600806735331721e-06,2.8898388741044854e-05,2.8898388870560177e-05
1770340808.911527,1.3482269365514493e-11,2.4687850907260508e-11,1.5178830414797062e-17,-2.7755575615628914e-17,-2.340743329607218e-06,-2.3407212354787777e-06,2.600854986680454e-05,2.6008549983094764e-05
1770340808.921502,1.3482269406714176e-11,2.468785092113829e-11,-1.2576745200831851e-17,8.326672684688674e-17,-2.1066663824550616e-06,-2.1066442886539505e-06,2.3407694713976045e-05,2.3407694680580016e-05
1770340808.931543,1.3482269406714176e-11,2.468785092113829e-11,-1.2576745200831851e-17,8.326672684688674e-17,-2.1066663824550616e-06,-2.1066442886539505e-06,2.3407694713976045e-05,2.3407694680580016e-05
1770340808.941545,1.3482269336891555e-11,2.468785099052723e-11,2.949029909160572e-17,0.0,-1.8959971316794324e-06,-1.8959750395542413e-06,2.106692507646262e-05,2.1066924908191842e-05
1770340808.951559,1.3482269176429633e-11,2.4687851198694048e-11,-3.642919299551295e-17,-1.3877787807814457e-17,-1.7063948059821226e-06,-1.7063727153669145e-06,1.896023256877386e-05,1.8960232417195022e-05
1770340808.961541,1.3482269075815675e-11,2.4687851073793963e-11,-6.938893903907228e-18,-5.551115123125783e-17,-1.535752714515263e-06,-1.5357306266400428e-06,1.7064209145772544e-05,1.7064208871223063e-05
1770340808.971509,1.3482269002957288e-11,2.4687851212571848e-11,1.8648277366750676e-17,4.163336342344337e-17,-1.3821748321960924e-06,-1.3821527467883907e-06,1.535778823112807e-05,1.5357787983866222e-05
1770340808.981505,1.3482269013365627e-11,2.46878510460384e-11,-2.168404344971009e-18,2.7755575615628914e-17,-1.243954739769368e-06,-1.243932657963171e-06,1.3822009241968441e-05,1.3822008881378411e-05
1770340808.991516,1.3482269013365627e-11,2.46878510460384e-11,-2.168404344971009e-18,2.7755575615628914e-17,-1.243954739769368e-06,-1.243932657963171e-06,1.3822009241968441e-05,1.3822008881378411e-05
1770340809.001536,1.3482269054131631e-11,2.468785124032743e-11,1.0408340855860843e-17,6.938893903907228e-17,-1.1195566582457771e-06,-1.1195345810617159e-06,1.2439808151710422e-05,1.2439807689057503e-05
1770340809.011509,1.3482269199848403e-11,2.468785125420521e-11,2.6020852139652106e-17,2.7755575615628914e-17,-1.00759838487499e-06,-1.0075763118520106e-06,1.1195827336528581e-05,1.119582692006571e-05
1770340809.021528,1.3482269220665084e-11,2.4687851462372027e-11,-1.3877787807814457e-17,-1.3877787807814457e-17,-9.068359405018841e-07,-9.068138726041463e-07,1.0076244436768925e-05,1.0076243923948236e-05
1770340809.031492,1.3482269229772382e-11,2.468785136522751e-11,1.5178830414797062e-17,2.7755575615628914e-17,-8.161497405666535e-07,-8.161276772822839e-07,9.068619993012322e-06,9.068619531399369e-06
1770340809.041524,1.3482269229772382e-11,2.468785136522751e-11,1.5178830414797062e-17,2.7755575615628914e-17,-8.161497405666535e-07,-8.161276772822839e-07,9.068619993012322e-06,9.068619531399369e-06
1770340809.051571,1.3482269306100216e-11,2.4687851379105296e-11,8.673617379884035e-19,-2.7755575615628914e-17,-7.345321622851574e-07,-7.345101045331519e-07,8.161757827733311e-06,8.16175727416657e-06
1770340809.061535,1.348226941798988e-11,2.4687851434616447e-11,2.7755575615628914e-17,0.0,-6.610763434920056e-07,-6.610542920994342e-07,7.345581878932805e-06,7.34558124272644e-06
1770340809.071511,1.3482269409316264e-11,2.4687851698294416e-11,5.637851296924623e-18,5.551115123125783e-17,-5.949661065784531e-07,-5.949440609099279e-07,6.6110236909850545e-06,6.611023118399673e-06
