time,leader_q1,leader_q2,leader_dq1,leader_dq2,leader_u1,leader_u2,follower_q1,follower_q2,follower_dq1,follower_dq2,follower_u1,follower_u2
0.0,0.8004782390440952,-0.9994483397270058,1.011072302904548e-12,2.323014666439948e-12,-0.006532392807215217,-0.007535272679174751,0.7999999999999841,-0.9999999999999932,9.409948267667233e-15,4.168539977523884e-14,1.547720261014281e-13,-3.749609356721451e-13
0.01,0.8004782390441044,-0.9994483397269833,7.400012442260931e-13,1.8057147255701458e-12,-0.00653239280550307,-0.007535272675973495,0.7999999999999841,-0.9999999999999932,-1.2758740859439817e-15,2.94299763131086e-14,2.27164292888448e-13,-2.917803236313633e-13
0.02,0.8004774949665524,-0.9994491980377161,-6.248805929429035e-05,-7.20814274548588e-05,-0.0060985248555033445,-0.007034795914207449,0.7999999999999197,-0.9999999999998659,-5.402585368228448e-12,1.0715234167503069e-11,3.778698458017346e-11,-7.443752538896406e-11
0.03,0.8004763793488576,-0.9994504849289665,-8.896720854649351e-05,-0.00010262576907053402,-0.005903742727893983,-0.006810110012012191,0.7999999999998553,-0.9999999999997385,-4.973889283022586e-12,9.890913017457587e-12,3.5756691329291455e-11,-7.059026093132863e-11
0.04,0.8004748862141438,-0.9994522072952091,-0.00011261801454690324,-0.00012990754788183662,-0.005722981763456435,-0.0066015978640222486,0.7999999999997915,-0.9999999999996122,-4.647492436779988e-12,9.216594455674546e-12,3.441171059981799e-11,-6.77455681176143e-11
0.05,0.8004729608174062,-0.9994544282861184,-0.00012817758707664683,-0.0001478558945568493,-0.005591179558905166,-0.0064495608208532205,0.7999999999997275,-0.999999999999485,-4.22470243565129e-12,8.364250591799188e-12,3.241677005423852e-11,-6.370674604142985e-11
0.060000000000000005,0.8004708391341491,-0.9994568756983273,-0.0001684921911856097,-0.0001943597593859216,-0.005288843106127111,-0.006100808461503342,0.7999999999996695,-0.9999999999993702,-4.551454939667504e-12,9.023849770008918e-12,3.542842691972215e-11,-6.97432966665916e-11
0.07,0.8004683418653348,-0.9994597563579211,-0.00018552538603686325,-0.00021400792181589803,-0.0051392375575435795,-0.00592823511791485,0.7999999999996118,-0.9999999999992557,-4.180329647081002e-12,8.308815066513877e-12,3.369795042489505e-11,-6.646074775837751e-11
0.08,0.8004654097403092,-0.999463138634263,-0.0001943106687727717,-0.0002241420066944134,-0.005039617704007599,-0.005813320887633583,0.7999999999995541,-0.999999999999141,-3.802751344066439e-12,7.54279111151334e-12,3.1923458111189615e-11,-6.283556902226859e-11
0.09,0.80046216583539,-0.9994668805562684,-0.000215664210670096,-0.0002487738317540022,-0.004850519259452099,-0.005595191282299373,0.7999999999994983,-0.9999999999990304,-3.6727887612382085e-12,7.293391121365108e-12,3.1803270033948155e-11,-6.265509206501237e-11
0.09999999999999999,0.8004586173520793,-0.9994709738168144,-0.000235716825644181,-0.0002719050082174124,-0.004666081519123694,-0.005382437897959232,0.7999999999994446,-0.9999999999989239,-3.5473328382516414e-12,7.043264049501015e-12,3.1686301265800886e-11,-6.241509052439425e-11
0.10999999999999999,0.8004547760422607,-0.9994754048598203,-0.00025502589721293023,-0.0002941784893543137,-0.004482685629499306,-0.005170886313765437,0.7999999999993929,-0.999999999998821,-3.4115290176374955e-12,6.768408546612871e-12,3.147170853304176e-11,-6.195598509769069e-11
0.11999999999999998,0.8004506533996478,-0.9994801604270102,-0.00027357431599572086,-0.00031557453913856983,-0.004300604597517722,-0.004960851449419252,0.799999999999343,-0.9999999999987221,-3.278268979917939e-12,6.524181579790295e-12,3.124870510007245e-11,-6.165148166816055e-11
0.12999999999999998,0.8004462608433752,-0.9994852273461369,-0.0002913684049021638,-0.0003361004511721198,-0.00411995152723296,-0.004752463773356561,0.7999999999992953,-0.9999999999986272,-3.159406060498851e-12,6.263918022192545e-12,3.109438864393196e-11,-6.118357405615827e-11
0.13999999999999999,0.8004416097026528,-0.9994905925489926,-0.0003084140386037545,-0.00035576296772061553,-0.003940841333704494,-0.004545856071287633,0.7999999999992494,-0.9999999999985361,-3.0296749341602195e-12,6.004935030894935e-12,3.084057056244612e-11,-6.067291012024175e-11
0.15,0.8004367112108647,-0.9994962430769805,-0.00032471771281634363,-0.00037456968721638026,-0.003763383412051565,-0.004341153826424567,0.7999999999992055,-0.9999999999984487,-2.8895646762468576e-12,5.758157228740837e-12,3.049062354912451e-11,-6.01935565233507e-11
0.16,0.8004319167833867,-0.9995017735643349,-0.0003780957852620077,-0.0004361425780241022,-0.0033359615375992257,-0.0038481124120126465,0.7999999999991663,-0.9999999999983706,-3.0809805397514875e-12,6.121905833428783e-12,3.232646380643304e-11,-6.372366903355672e-11
0.17,0.8004267798483528,-0.9995076991424222,-0.00037710562947269855,-0.00043500041226956593,-0.0032725086082386473,-0.0037749179134665685,0.7999999999991277,-0.9999999999982938,-2.792270266340741e-12,5.555727144147676e-12,3.089287011514937e-11,-6.093596626212698e-11
0.18000000000000002,0.8004212220467897,-0.9995141102002068,-0.00036670388853720927,-0.000423001756043429,-0.0032671228241577892,-0.003768705267505381,0.7999999999990897,-0.999999999998218,-2.500182861743537e-12,4.9927107895435005e-12,2.943031827878695e-11,-5.8156091679640615e-11
0.19000000000000003,0.800415848905605,-0.9995203082478324,-0.0004235230731619678,-0.0004885440545731711,-0.002808463459725835,-0.0032396306418753422,0.7999999999990558,-0.9999999999981506,-2.645297756343586e-12,5.280840238422477e-12,3.087892982948354e-11,-6.102838272505004e-11
