time,leader_q1,leader_q2,leader_dq1,leader_dq2,leader_u1,leader_u2,follower_q1,follower_q2,follower_dq1,follower_dq2,follower_u1,follower_u2
2.05,0.7999999999761607,-1.0000000000290103,7.729471357627148e-11,5.708635279106448e-11,-1.9847359911777248e-10,9.182223066462888e-12,0.7475846708206754,-0.9044550271243387,0.26772125098069893,-0.44012972431839736,-1.1014482840020272,1.681563288383527
2.06,0.7999999999764126,-1.0000000000288822,3.4624005622646956e-11,7.282046151782115e-12,8.741704192153285e-11,3.451335773032389e-10,0.7488374665884051,-0.9065179094758039,0.23761766294344067,-0.3916276842285651,-0.9143755471345021,1.3809135673704735
2.07,0.7999999999764434,-1.0000000000291125,-8.943729677017447e-13,-5.116299523324783e-11,3.278301607792368e-10,7.445692080518071e-10,0.75011261896051,-0.9086232241752513,0.22497386758252375,-0.37156949402965883,-0.8460059905874765,1.2736388218992496
2.08,0.7999999999763452,-1.000000000029505,-3.777561582064615e-11,-1.1824940749483258e-10,5.792479398744561e-10,1.2048153199970412e-09,0.7511315751088404,-0.9103092935893824,0.24404004800584578,-0.404000761838642,-0.9891786023034741,1.5164340586367744
2.09,0.7999999999759738,-1.000000000030359,-2.0666202054703035e-10,-4.0342979704508985e-10,1.7294659450390957e-09,3.15016448542519e-09,0.7521362338379625,-0.9119755457949824,0.2346377767863488,-0.389353406572382,-0.939105724164313,1.4398530123341078
2.1,0.7999999999761064,-1.0000000000304763,1.2078341420417872e-09,7.180580935192588e-10,-7.863428957583814e-09,-4.4525564794832865e-09,0.7531092739718201,-0.9135931678541487,0.22771644599511193,-0.37875838936761347,-0.9054259152187586,1.3900768118996734
2.11,0.7999999999756034,-1.0000000000312759,-1.1427540508142543e-10,-1.7573539911431625e-10,1.1080914118527732e-09,1.6187907662275788e-09,0.7542520343329345,-0.9154976114709543,0.19879835503805537,-0.33144402947299845,-0.7248933338691095,1.0953188037253319
2.12,0.7999999999765885,-1.0000000000302485,-8.913579929703738e-11,-5.8792947960444e-12,9.241749101351605e-10,4.5303675230785114e-10,0.75527476701134,-0.9172055993513973,0.20408039384734544,-0.3411022356723914,-0.7746441479285482,1.1840532732886875
2.13,0.7999999999765782,-1.000000000030132,2.5296598158145527e-11,3.591772498862494e-11,1.4839954908436505e-10,1.6803700489078752e-10,0.7562830913700428,-0.918893539211507,0.19707416106234632,-0.33017364602873434,-0.7408692592696983,1.132974076488199
2.14,0.7999999999762221,-1.0000000000307168,-8.161967236040822e-11,-1.3256913956586975e-10,8.78217227071354e-10,1.31846209809639e-09,0.7573307101805373,-0.9206519434395244,0.18447622984868306,-0.30975567217072536,-0.6697111433895986,1.0185343514898748
2.15,0.7999999999777665,-1.000000000029186,7.660346712731848e-10,7.811527315492081e-10,-4.890454568738308e-09,-4.897998383822982e-09,0.7579669707688983,-0.9217221821703884,0.22274146438241574,-0.37490145566208805,-0.9378634234115627,1.4746836287535814
2.16,0.7999999999777081,-1.000000000029519,-2.297222659885751e-10,-3.201885382025901e-10,1.8621384773107196e-09,2.5742679484642013e-09,0.7588033883963144,-0.9231326104351036,0.190081088694593,-0.32071724488465403,-0.7277804491833961,1.1266302266584558
2.17,0.799999999977224,-1.0000000000303106,1.1325027265320626e-09,6.605875585298651e-10,-7.367905774732102e-09,-4.065136331115566e-09,0.7597665650086035,-0.9247609441721993,0.167910307622342,-0.283987412081513,-0.5905564563294396,0.8998540817685927
2.18,0.7999999999764175,-1.0000000000313376,-1.7932742268335832e-10,-2.1127505142881802e-10,1.5380620418876538e-09,1.860612879633747e-09,0.7605312809841355,-0.9260568060078995,0.18339975106695727,-0.3109303557902543,-0.706011056950274,1.1001324073245358
2.19,0.7999999999757778,-1.0000000000321023,-2.8129554792931555e-10,-3.9069821130842767e-10,2.2382015926490664e-09,3.0876489444161804e-09,0.7614459233767653,-0.9276105811492718,0.15889669299658607,-0.27004962841477564,-0.5523102327059113,0.8442050612324441
2.2,0.7999999999755104,-1.000000000032262,-9.294915315563687e-11,-7.519799715162392e-11,9.647581712354046e-10,9.505597030117344e-10,0.7623271030098202,-0.9291111844177143,0.15647799703125354,-0.26657755803294075,-0.5479123947553289,0.8411150474743538
2.21,0.7999999999781109,-1.00000000002921,7.317908448178705e-10,8.545964687510151e-10,-4.66296618187825e-09,-5.3956609119663374e-09,0.7629684318538577,-0.9302054020519399,0.17704016918517637,-0.3023857946888301,-0.6960854249457359,1.0987365182084292
2.22,0.7999999999787372,-1.00000000002838,-2.5172752126647146e-10,-2.658215908518108e-10,1.9972902782276835e-09,2.1900701741366663e-09,0.7637758655331038,-0.9315866293316415,0.1508497939037349,-0.2582876505202715,-0.5294820882230347,0.8186502236626756
2.23,0.7999999999800617,-1.0000000000269107,7.343718340090408e-10,8.087293055452997e-10,-4.707112868216993e-09,-5.1160619554422835e-09,0.7642871404202655,-0.932463471739527,0.1778731920217331,-0.3052343004875872,-0.7196984291862698,1.1488080864955013
