time,leader_q1,leader_q2,leader_dq1,leader_dq2,leader_u1,leader_u2,follower_q1,follower_q2,follower_dq1,follower_dq2,follower_u1,follower_u2
0.0,0.8004782390441209,-0.9994483397269319,3.0844482365608334e-13,6.814893752411835e-13,-0.006532392802801313,-0.007535272669052742,2.4466215101148656e-14,6.16520263558902e-14,3.1365349222783e-16,-2.6225773351611522e-16,10.936687610097668,-13.645515549726682
0.01,0.8004778670078674,-0.9994487688784307,-3.1243817863656166e-05,-3.6040389072153354e-05,-0.006315460298686709,-0.007285036543846116,0.0006699590766754309,-0.0008358963209023966,0.047078854140903896,-0.05873946987402629,10.608021783229484,-13.236203949832742
0.02,0.8004771122864489,-0.9994496394672462,-5.8895025159703874e-05,-6.793664905252834e-05,-0.006117660531551284,-0.007056870254677079,0.0019152402361299076,-0.0023896552626100245,0.10102108696777022,-0.12604588926070306,10.224911570492237,-12.75906360631141
0.03,0.8004759299678255,-0.9994510032989667,-7.935823055787761e-05,-9.154155144581429e-05,-0.005962758821228052,-0.00687818672623619,0.0038966060004267666,-0.004861917896493604,0.13284403720848117,-0.1657572968816544,9.981853918792511,-12.456320397190046
0.04,0.800474375247735,-0.999452796704834,-0.00010423316563778909,-0.00012023538781944514,-0.005772856358244997,-0.006659129680209134,0.006500535660511976,-0.008111075707973774,0.17457975887231195,-0.2178391706414416,9.663010940289771,-12.059177627992065
0.05,0.8004725863406519,-0.9994548602511644,-0.0001423552371932115,-0.00016421011083186466,-0.005489931993812145,-0.006332769658145234,0.00932563196351006,-0.011636296757807562,0.2573724757796801,-0.321156339856402,9.062505600566569,-11.311196212236077
0.060000000000000005,0.8004703197195249,-0.999457474852127,-0.00015027514338663043,-0.0001733459257250816,-0.005405270175480737,-0.006235110142903386,0.013120068782070936,-0.01637126008302844,0.25036248092817265,-0.3124204892601896,9.058206701671185,-11.305762507846605
0.07,0.8004678400596447,-0.9994603351985197,-0.00018666272840645167,-0.00021531987975543647,-0.005124671437023101,-0.005911432764979369,0.017264617876940728,-0.021543253006495656,0.31210785780592554,-0.38948122861811063,8.582503903105398,-10.713172986103695
0.08,0.8004650417480597,-0.9994635631173753,-0.0002081977772361695,-0.00024016108143619418,-0.004940428749248836,-0.005698904371822472,0.02194341941705121,-0.0273821205876814,0.34810762947609714,-0.43441929984357236,8.27422341540112,-10.32908488789155
0.09,0.8004622569367899,-0.9994667754643216,-0.0002645921269905598,-0.00030521420272136237,-0.004520004684190571,-0.005213929114979135,0.026600361870643525,-0.03319389178777399,0.4424722325963075,-0.5521976186880401,7.570140934611195,-9.451941342709992
0.09999999999999999,0.8004587231251006,-0.9994708517999872,-0.0002315914705503547,-0.0002671462526001447,-0.004695498542043854,-0.005416371613184673,0.032510566067730146,-0.040569994237124006,0.387333604810187,-0.4834046059553817,7.863549156806514,-9.817299553014909
0.10999999999999999,0.8004549131831853,-0.9994752466585436,-0.0002530825404034701,-0.0002919367272339657,-0.004497735932040402,-0.0051882476420198375,0.038459929735015067,-0.04799516765809352,0.47035532097085975,-0.5870333819230564,7.218778196401388,-9.013990329528765
0.11999999999999998,0.80045109183692,-0.9994796546724264,-0.0003017902342200612,-0.0003481222206637468,-0.00411527343896472,-0.00474706798987898,0.04501659356443691,-0.0561785511802042,0.4830861717987642,-0.6029432632656406,7.042743369905212,-8.794549151931987
0.12999999999999998,0.8004469120142317,-0.9994844761975212,-0.00030768478099730515,-0.0003549217303535953,-0.004018211780327355,-0.004635104988887034,0.05198373588762668,-0.06487452436037548,0.5157301543847791,-0.643706069589715,6.725953788698645,-8.39975788437225
0.13999999999999999,0.8004423017774914,-0.9994897942156096,-0.00030450779500692713,-0.0003512570087097203,-0.003976781107338241,-0.00458731366809925,0.05935797253411758,-0.07407889675295863,0.5452302716699576,-0.6805479113733937,6.424935137544166,-8.024590138118663
0.15,0.8004374490390351,-0.9994953919653246,-0.00032174961668782236,-0.0003711458688404178,-0.0037935869718852423,-0.0043759948098199206,0.06746493925527394,-0.0841981763866802,0.5352039871184354,-0.6680536639301154,6.382150754972516,-7.971144357877496
0.16,0.8004325831254929,-0.9995010049137724,-0.00036243668088537624,-0.0004180792696867288,-0.0034512408662511216,-0.003981091061771512,0.07558291610527594,-0.09433148054676897,0.6048934256542642,-0.755063653780378,5.7982142227250035,-7.243458075164894
0.17,0.8004276170771129,-0.9995067333693824,-0.0003896577124522721,-0.0004494795018163203,-0.003198834312083055,-0.0036899332426987056,0.08387150529252936,-0.10467809693915713,0.6503611017414495,-0.8118451622451709,5.376329536094113,-6.71763098569582
0.18000000000000002,0.8004223224334026,-0.9995128408676881,-0.0003886897236861319,-0.0004483629049945767,-0.0031330768935033775,-0.003614080476245992,0.09271067607954916,-0.11571237566786162,0.6489223633125188,-0.8100785801397632,5.2652547013728235,-6.579029514988663
0.19000000000000003,0.8004169855909516,-0.9995189970433241,-0.00041881294028048944,-0.00048311076265985533,-0.00285592710929007,-0.0032943815218955965,0.1016223960955557,-0.1268375943850819,0.6993641678466762,-0.8730744650799888,4.801093655058971,-6.000481314037804
0.20000000000000004,0.8004114744237357,-0.9995253543068227,-0.000431176045419121,-0.000497371906057421,-0.002696819780603539,-0.003110847368507601,0.11082709632651902,-0.13832896608530482,0.7201562956861105,-0.8990628149058482,4.534148881500748,-5.667628556680936
0.21000000000000005,0.8004054056856764,-0.9995323547417259,-0.0003991883936432059,-0.00046047338719320375,-0.0028308196681827856,-0.003265419421157391,0.12096493966077634,-0.15098574320919114,0.6668531607367811,-0.8325469739314908,4.7573049414433175,-5.945503644957732
