metric,value
rankPhi,21
converged,False
final_iter,999
final_K_err,0.022970269906149088
Q_learned_0,99.94848089374591
Q_learned_1,99.89226269279874
Q_learned_2,9.996833759033285
Q_learned_3,9.979355583592477
