u1,u2
0.19290173188408377,5.0
0.19880017846411274,5.0
0.21534244289626633,5.0
0.23837754724917232,5.0
0.3220437711597823,5.0
0.29203325354815923,5.0
0.39826271583345974,5.0
0.348802085531573,5.0
0.35953455243438437,5.0
0.37188676422654493,5.0
0.4142160896990363,5.0
0.48609067878742784,5.0
0.41973881645163036,5.0
0.5051134246765605,5.0
0.508341127171382,5.0
0.41929734825176734,5.0
0.465759898680031,5.0
0.5531320954349211,5.0
0.5223617432424182,5.0
0.5347946190826496,5.0
0.5178237076519007,5.0
0.5002285345210402,5.0
0.6731472783319439,5.0
0.5651384024914878,5.0
0.5879958582280264,5.0
0.6760810431759986,5.0
0.7217151215449816,5.0
0.6682437252011915,5.0
0.7004212234384395,5.0
0.8107862274833841,5.0
0.7255748663616259,5.0
0.7299397955635872,5.0
0.8642703832178652,5.0
0.82123769442437,5.0
0.7944323125366076,5.0
0.808737181617459,5.0
0.8716059411208912,5.0
0.8504651388377821,5.0
0.9072486708292503,5.0
0.8312950658400037,5.0
0.9284648417907293,5.0
0.8858599588494027,5.0
0.9842366756102745,5.0
0.8912977239051247,5.0
0.8664554162952124,5.0
0.9372451562868108,5.0
0.8860963506341367,5.0
1.004453206840804,5.0
0.9642427231770326,5.0
0.954795483783248,5.0
1.051760514969377,5.0
1.0743969894827827,5.0
0.9878488136684748,5.0
1.054896462208071,5.0
1.1903500683303,5.0
1.062200165336632,5.0
1.0475219463686465,5.0
1.0456091314309892,5.0
1.0888906198980886,5.0
1.0444193136873183,5.0
1.1461250486717514,5.0
1.1194649479583534,5.0
1.1740458043047435,5.0
1.1235154471079252,5.0
1.0897611246673056,5.0
1.047381314446963,5.0
1.1636034106064006,5.0
1.0542875013336794,5.0
1.1847976839234255,5.0
1.1642096504188457,5.0
1.2085934454351024,5.0
1.228423541122781,5.0
1.194008178011208,5.0
1.13247293856487,5.0
1.2355262460878371,5.0
1.2729995655773392,5.0
1.198997026955161,5.0
1.2376409541026996,5.0
1.2303605761569616,5.0
1.2252636724462795,5.0
1.2832817747120042,5.0
1.2206198101175036,5.0
1.1900406414873526,5.0
1.3324231074262805,5.0
1.1748392066676903,4.980504549063967
1.2584131445780724,5.0
1.298362571101176,4.978189984779848
1.2613237266692765,4.868144557784632
1.2331476147547078,4.903519227866554
1.3018273227119097,4.920680335244904
1.3723562128111808,4.8667555671031915
1.3971328459900723,4.882763571137065
1.277971433208752,4.797969493593241
1.4084964161081743,4.773261107402964
1.3115415466854006,4.7937839515626965
1.3916348988106906,4.7540275968730334
1.3503886567005103,4.804821222883089
1.3393148485226778,4.834733360970336
1.376960993109852,4.7358702873869065
1.3880964307589059,4.684582158990806
1.3648815454930294,4.66233595938392
1.3240433871670063,4.642887887567946
1.338324242753865,4.665923163531617
1.4119959054429878,4.64840733754041
1.3869621146379951,4.541023767029062
1.4023232800612437,4.524335948846011
1.3050841602843484,4.64687144270962
1.2872141311010477,4.635963009086235
1.4489727986455512,4.468593157133109
1.2329754222665779,4.544606168159346
1.3878204130024494,4.383011645202886
1.400210560412802,4.455460782714351
1.3482440605072563,4.512534695573206
1.3266049450608803,4.466560977853842
1.4461294387812822,4.381273880088946
1.4082733079807213,4.437441111321419
1.3224193232401158,4.297627822834696
1.4238734985086072,4.298682509089803
1.3868133055308927,4.30062354264779
1.3828037434740952,4.291578338499598
1.3340188022295623,4.330519723714299
1.2683319143688132,4.239475361663238
1.299252442346249,4.268064349092002
1.2885841013407888,4.212131047861768
1.3063110026238187,4.187158074321356
1.3830106647218106,4.123882420188994
1.3359103324800785,4.1192629622001204
1.4197370757569159,4.177229260459986
1.3110420942568037,4.0815691708234825
1.307587096130572,4.071931038394063
1.3463514022270306,4.089358834726249
1.3447356888449553,4.098465222885514
1.297778485725743,4.054836364313755
1.3171167947963747,4.067778983955254
1.3370446633991293,4.032545625233427
1.346078742740676,4.015410900952749
1.275314790169988,3.9071061314828883
1.4100851781861998,3.963789215228036
1.3730728352599257,3.9990750944149775
1.2489891104490465,3.819379667767109
1.2792576989485533,3.887305743882824
1.3143786521534302,3.854795713080048
1.3682778684251138,3.850794809497879
1.3511123393928994,3.837478244105152
1.3130146354852337,3.8372486986769676
1.2178670274244496,3.75316217526809
1.2755382925272813,3.783218917959814
1.3541595316207864,3.6345597293796543
1.3057420479274922,3.694440955961719
1.3800223924597286,3.6972925552422744
1.3746296802335496,3.716291498668079
1.3033464991480497,3.626698575431105
1.2187656226343566,3.6382962867394117
1.2886883822405482,3.651384457982071
1.2379495069959263,3.6020862247832386
1.238034028971808,3.590811146849416
1.2087644802107262,3.5990241897463324
1.2854697168284983,3.576250263934354
1.1462584970213232,3.5076374387501907
1.2409539084234442,3.5902902164205384
1.2215920381160048,3.5698951377442434
1.2616493775841755,3.4419432528551126
1.2217188295685486,3.4026323102270886
1.3061068744748854,3.39350566262867
1.2992576616495792,3.394158799965201
1.1580810722312993,3.341531169616241
1.2400630052672554,3.2822176767261153
1.2821012312293192,3.276810149374093
1.152697616172745,3.30988578544508
1.1260178518806303,3.233985709163519
1.1430081890395147,3.2917941332155096
1.2449834587848247,3.294393379557896
1.238613007368969,3.1500501725265018
1.133441375161608,3.2499889859419313
1.1887207572439848,3.2572706653729293
1.097338873284181,3.1420468498440473
1.2186912410945518,3.119058756721
1.123866246959316,3.120973419228928
1.0441437427697078,3.024751574516073
1.2086376655761666,3.0764916375301663
1.117164821433848,3.0336161431591426
1.1130354541140501,3.0515861401950093
1.1157786851880898,2.997654883225253
1.1977035972582266,2.8863657234590496
1.1232520089301,2.973372535773066
1.0223282213923082,2.9257802156059927
1.140372657853484,2.928815974390042
1.122231395101727,2.9419018163163737
1.084542430654659,2.8817224278716425
1.0494093598261187,2.883314225639635
1.0380902115371067,2.8431922114306665
1.0687812146945481,2.8330990042376967
1.0241442100677725,2.8984201740579247
1.0406432106290096,2.787974956697579
1.0210614021274422,2.8255911243338905
0.9796413374645434,2.741843452738257
1.0325193536621908,2.75533201260728
0.9213630365237606,2.7335942045715047
1.0657368029947951,2.697062172997822
0.9917932039086038,2.7883445203587036
0.9689148503580589,2.6888739152386227
0.9981668547603963,2.6670575055079824
0.9731502566564345,2.620088771238065
0.9740257592211053,2.6200199004471
0.9820155911113454,2.6450341563054667
1.019220713836186,2.583407403400802
0.9358855313080094,2.517601731612079
1.0803119207775695,2.5089322755860826
0.9701445013186547,2.455120117267652
0.9029521197370265,2.497943429057404
0.8916805383509863,2.4651169169572977
0.9206954330160984,2.4295818756269734
0.8870456432788449,2.4540378724518583
0.9222402608931803,2.3831792200083894
0.9814380158979625,2.3335918981698236
0.9444824055822914,2.288617806292735
0.9459373563247949,2.3021507413197724
0.8904358820904512,2.3791749482976976
0.8509221348846793,2.146401838392597
0.8932021563502824,2.344049798916752
0.772024665328199,2.2214690777887496
0.8689981018331941,2.181616325012151
0.7594863388571934,2.241222675293759
0.9107213161696455,2.1373360289613883
0.8668199084292503,2.224433180196017
0.7026489143619676,2.193394366296196
0.7953461696594777,2.0735324865003997
0.741740343570394,2.1249980989794053
0.7932176701092953,2.1250357124535504
0.8079706503481172,2.0290431928477015
0.6751436202554075,2.033787849789612
0.6775596872525991,2.0700498263152802
0.7250227481731041,1.9888732049233506
0.655781209677284,1.980956239112903
0.6441429826262938,1.9565440837728902
0.6801794970630569,1.965693464423498
0.6973025869354186,1.9902584444411162
0.6806930434998678,1.9282718000291668
0.638749176582155,1.8565287449861538
0.6407484119352654,1.7898775812303405
0.6335495541681349,1.8288758892039791
0.5407084230517043,1.85011034496333
0.5477949672702904,1.8745474742134298
0.5789785977782871,1.7404213939740383
0.584692966686901,1.788065931212895
0.5352345889051685,1.8676903782382395
0.5462864503815643,1.718195604782857
0.5955177880137805,1.7570060173232884
0.6587001900182219,1.7565011558981543
0.5988843319346635,1.6473501842103115
0.6172651452708029,1.6344868176263407
0.5245933583449593,1.5986144031287919
0.5371017391953266,1.6180466232842128
0.5758807716144462,1.6147592292673265
0.5071488763241006,1.5813304892271909
0.5471471709902795,1.4091869291917907
0.476515224699648,1.5353012589598496
0.46965304698245736,1.5244699334047827
0.503209610405693,1.474895771041013
0.4910645325176911,1.3436507739256185
0.3981475904482982,1.4576679983519076
0.4450182185896248,1.460722562743268
0.4371721187302564,1.4001328399969142
0.44183060333571844,1.3330792727094192
0.4256754970008673,1.3938179022636075
0.34339154634584135,1.3251183585591892
0.4793904776011222,1.3600420867300513
0.5148640197047023,1.2415325384343496
0.36797627146529976,1.274797845407074
0.2856396618791165,1.2670440900517885
0.3782535110791554,1.226273317461656
0.4070387281548189,1.2550007245325332
0.3855909030691576,1.2123485371547507
0.28488929827759696,1.1556966448867796
0.3317114772804534,1.2341111800305202
0.2425002804106257,1.0615013224310252
0.21597670246107623,1.0372069012094873
0.2819389940743255,1.0388083418032958
0.2737858653735927,1.0344344787905986
0.24172574750543202,1.1213768223980702
0.19601795767107777,0.9664324466151911
0.2936000819015862,1.033878989367032
0.31830697856765716,0.8984773319914551
0.15893154307001842,0.8951291403170781
0.21238422213077807,0.9681107192172131
0.17001883747633217,0.9184839443329237
0.19422849636816253,0.8149602566289736
0.19540887397798504,1.0001277236441584
0.18492453939610337,0.8162781359497778
0.21623223537217734,0.817218756485081
0.17194569313811275,0.8040951958445136
0.13090720973818776,0.887622440433596
0.14767277529124057,0.7845269341031945
0.1959581036747736,0.7244687462259444
0.06289093652207577,0.7798243776635483
0.009578228684383239,0.7538354433239346
0.1280681470942862,0.6722431109706642
0.13484510668322855,0.7487089473116054
0.16364965010291152,0.6501957396405089
0.06357513076695584,0.6519674909120263
0.08354480644316824,0.6684482596984719
0.07211050066616048,0.619423389420487
0.08092518451238141,0.3986126070486355
-0.004794179028029186,0.5081808033387919
0.08688000581950509,0.5007880791066013
0.027974788731759452,0.5137712959019105
-0.021485775464781587,0.42934228482639036
0.0669744216043818,0.3572483847700028
0.053851341587679645,0.4793790669827596
0.07714066120017604,0.40938119241739057
-0.01422014515849198,0.4131090099887047
0.0038243042376947655,0.3713348518628665
0.007142576951863636,0.4162566510689738
-0.005499915477581963,0.3895378017719469
-0.029331464717188838,0.2577787507019107
-0.06386854527569348,0.3129235221901157
0.016762096019349734,0.24213957715363524
-0.021813177319901886,0.22242625352437143
-0.08896288726982086,0.25654510487997423
0.00691526173099144,0.21332051042521202
-0.008373415742494797,0.19173668094880328
-0.14291863273884073,0.22033724805517438
-0.07658673667435793,0.18581534009236658
-0.08207418984787031,0.18790415663523968
-0.03721393604774659,0.11626686396188587
-0.0763205982952579,0.01118623292071104
-0.052774247466384816,0.0549434397460461
-0.0666835508377002,-0.007564756516386009
-0.1197698089272203,0.05121905304931904
-0.0860365012402055,-0.062080471935742655
-0.10628083533592747,-0.08778689126314555
-0.1635405924909033,-0.035805298314834075
-0.13998317286391884,-0.1135676246588713
-0.15745826497198603,-0.058040299365710785
-0.06953037288893182,-0.04997509663300729
-0.10424366640768226,-0.2105175111395321
-0.12839151228351317,-0.07323209804109286
-0.15453887763666993,-0.21846993204829035
-0.19326381692554434,-0.15097780531561247
-0.13503659651601246,-0.18463179301737437
-0.15788008077444135,-0.1144543111546106
-0.23446710160012496,-0.3402404658112224
-0.1885847267848688,-0.23584977480772212
-0.29975940359782227,-0.30493046392746254
-0.21530807303316232,-0.2656639820622448
-0.22538969599694303,-0.3199580267743144
-0.22707974862785235,-0.320207968829204
-0.32964817993113715,-0.30019396764087064
-0.24472611470984978,-0.30027649791359234
-0.16505691476730472,-0.4357916702037058
-0.2491663100472941,-0.38296626075917156
-0.20530226047228678,-0.3333846257735079
-0.2945628403953511,-0.42599722456442257
-0.2083827446716443,-0.42268999785654976
-0.32805102376438605,-0.4476070234751212
-0.18059894316451822,-0.5031190462908103
-0.28102912915486716,-0.3997982611777845
-0.21633418393712386,-0.5571730065091743
-0.3011187405129311,-0.46954680226086054
-0.3652565991298688,-0.48905905025350344
-0.29462814171142176,-0.38875387225666524
-0.23490578313303662,-0.45284600075589554
-0.25960959231644093,-0.5623289116282292
-0.39359394780223156,-0.5227326779203516
-0.2747775550426834,-0.6448916736714804
-0.27150638999015403,-0.6051126486587004
-0.35399634717820533,-0.5474320932916673
-0.29342271134074877,-0.6205018386690707
-0.3217037622183164,-0.7446779622252028
-0.2619706086997651,-0.5940003145202053
-0.32845295016749687,-0.6837350588236014
-0.34766933258828786,-0.6666190600345568
-0.34037183608947413,-0.7582851353645851
-0.2998757007519682,-0.6920316265223538
-0.37108767193718356,-0.7619584547073233
-0.16566999307486527,-0.7925528775831702
-0.4042903968210272,-0.8101186904868871
-0.33057065067630154,-0.8588572021261871
-0.40909286239957804,-0.800600242636852
-0.41534854914787467,-0.8189978686907978
-0.43072452474025724,-0.8629998981396916
-0.3246503632231541,-0.8418490171575546
-0.4138330584168988,-0.876559099481133
-0.2500881400623653,-0.8730085005733935
-0.3741330647552758,-0.8914611084054371
-0.3371753764886801,-0.8952485955572327
-0.32003456991381113,-0.8603308997466497
-0.4170112444659863,-0.855049666814989
-0.3820352420626672,-0.9671734596851822
-0.45056786440409874,-0.9154494505281009
-0.4125675192267915,-0.9452208588100277
-0.4459095389674158,-0.9602644833865805
-0.3901325745022874,-0.9873206235442947
-0.41225498342810046,-1.0333329728468152
-0.4600594818915497,-1.0278977991731453
-0.30424625038221215,-0.9266460479257213
-0.48923550367118757,-0.9938652082550271
-0.4763504271460525,-0.9708065398100574
-0.4488344461201166,-1.103502432726905
-0.4337235085098166,-0.9697840243880017
-0.3999203700991442,-1.0866797959108707
-0.46008611924158527,-1.0866524191459452
-0.5796846597656409,-1.0170733000373786
-0.4458895038707927,-1.1177988269074424
-0.4581675910337603,-1.1490424697719417
-0.43960250306629794,-1.0791313703886323
-0.4578740289452935,-1.0311175135057413
-0.45498574572958456,-1.0945167314329232
-0.45096644188977897,-1.0831742391944095
-0.3994983954378163,-1.1073134887093528
-0.6274966481862061,-1.1351075248347693
-0.43996039337751547,-1.1621075501630287
-0.5451290365274244,-1.1773297889393783
-0.4108809107168858,-1.1556265545862725
-0.4215483898314857,-1.1812012115914294
-0.4713007209567146,-1.2027806871923445
-0.4653819814876139,-1.1503071016809991
-0.4785299356405516,-1.1069457849357163
-0.5318766340789662,-1.1692377274177883
-0.44931506429480006,-1.2697845139053847
-0.49854065199519726,-1.2658345545519873
-0.43300489542594384,-1.1183441433576107
-0.44746086827089526,-1.3127443253218216
-0.5175772002483794,-1.1275684630295848
-0.43079598753716764,-1.1209889030598028
-0.5790600638458251,-1.1610919519727219
-0.4586505996241926,-1.2474862694839357
-0.4940580600990218,-1.3003422864950351
-0.43761075742180194,-1.2569598041828622
-0.48826186446944564,-1.3151739435805498
-0.5465532543309742,-1.310496235471922
-0.4913806074773051,-1.2255113656789554
-0.5457617568439506,-1.262669587822355
-0.48118218552323866,-1.306643497941292
-0.49332262332769844,-1.314906836765932
-0.43092092074021693,-1.2669104454062388
-0.5146918322562942,-1.3210837219248301
-0.36417703435273063,-1.316966448079256
-0.5316154102621388,-1.3622536508031828
-0.5433091288698673,-1.2555223227828454
-0.44488303740740776,-1.3253421153850478
-0.5078045851896321,-1.2626355966315643
-0.45954348895896063,-1.3858558917734585
-0.500236844595578,-1.3426492506793288
-0.4405213274006188,-1.3109326646599813
-0.5351566797684968,-1.283750444809847
-0.6508010531377694,-1.3751779438207057
-0.4575995321401187,-1.458582505731252
-0.5048388176559686,-1.4023896950470383
-0.5227880933566044,-1.29783665482674
-0.5241785514438067,-1.341660887702755
-0.46985835943869697,-1.3452661011139075
-0.5224856319683597,-1.3854193116047901
-0.47474351986071284,-1.3672445854864954
-0.4993635329658682,-1.3494714648915045
-0.46189184357745816,-1.3298877327887733
-0.5166583578679907,-1.1908607705693843
-0.5340419762544609,-1.2860543964269249
-0.47800930608445774,-1.3415266688897631
-0.4781728601765507,-1.3242240799363973
-0.5617694692156213,-1.376418899678808
-0.4648918177681547,-1.3252554922141222
-0.4784141430817491,-1.3650441591220202
-0.4926337494813534,-1.3195134808431144
-0.4918000474977377,-1.3445350910248741
-0.5021682158210894,-1.3117901752776238
-0.4983329942696985,-1.3227123215119723
-0.5516355209365835,-1.3324151809133997
-0.4528562510258674,-1.3190568877047686
-0.5424525865755029,-1.3883103682354592
-0.5287722999150777,-1.385862250830912
-0.5110187748396513,-1.4456425836164897
-0.44969709806759744,-1.3399734622349329
-0.3527198753846844,-1.351316685724375
-0.4528910825497576,-1.3300032421969914
-0.39228293837065925,-1.4228738124455396
-0.5007481903803053,-1.3012748723882344
-0.4662642716629386,-1.2254257487693736
-0.354776739490196,-1.262937654946915
-0.3910770128532532,-1.4186137064166116
-0.42175838138618205,-1.3611188032126116
-0.4854394159535454,-1.2759916972884924
-0.3907078079970382,-1.3428708065287371
-0.49168971738074657,-1.3789101189560322
-0.4573981643423195,-1.2811374580233055
-0.530644095306177,-1.2267330126485567
-0.49598369992510827,-1.2730722313132237
-0.5054500439205457,-1.3075733153099844
-0.47441141254762637,-1.2039897320080064
-0.5005688463666473,-1.3233839266032956
-0.4762339594711174,-1.2861499356564505
-0.41890191610633803,-1.313948221141013
-0.41404785046260373,-1.3584645514324922
-0.4579956887054551,-1.2790275251218939
-0.492887723175777,-1.281131077406091
-0.5285430833664464,-1.297451208361983
-0.42788168402947596,-1.2433120187612337
-0.47332151021542385,-1.2206641755998877
-0.42846193211320804,-1.2701823456091925
-0.42724450480595116,-1.1433155655081686
-0.34460173132984195,-1.199006587681762
-0.41876740362219067,-1.3004078297361732
-0.4276955917317118,-1.1792744877192827
-0.4593547510146035,-1.3389195681859094
-0.3502316956724177,-1.298209236797411
-0.3706499164931641,-1.2401339992519285
-0.47203586813132853,-1.272507475275881
-0.5292188069383709,-1.2078737424441173
-0.3507988110222301,-1.158430813873638
-0.43194286906559837,-1.2325499663104635
-0.40735290697196247,-1.2341908721294779
-0.4166776770076539,-1.2131588418909756
-0.3783257171423914,-1.1709908654003953
-0.41000964046704663,-1.1758686259916993
-0.4054403022198546,-1.1946445528407037
-0.3766730510250125,-1.1544152449691598
-0.3427631330068519,-1.210440128633854
-0.44565034417588933,-1.1471790174749434
-0.44214717895497707,-1.1985338737433775
-0.380400957600239,-1.1000757299547783
-0.3274904036312647,-1.153663520290435
-0.38737865852083975,-1.1613538456881667
-0.41778548329172044,-1.0841819722414114
-0.32855080680395904,-1.0777877307311767
-0.39739814151265407,-1.1116001818100547
-0.4022878111913045,-1.0903822252314608
-0.35990930719456415,-1.0592686729295646
-0.4020527270518275,-1.09367590746865
-0.31354822034177166,-1.0367878313252483
-0.4056829942406044,-1.0677305681657387
-0.36897119323747846,-1.0713507545054473
-0.32058419717711845,-1.0460675777097828
-0.5082614134507765,-1.0866447835199564
-0.34398062160884596,-1.0878474124992534
-0.3527868576759513,-1.067342616115289
-0.39443085837262887,-1.037710010358391
-0.34057512616419333,-1.0101062761013497
-0.32729858679195584,-1.061408896734466
-0.35506679573544053,-1.0403537718429898
